#GRID CA_State4k -684000. -564000. 4000. 4000. 321 291 1 LAMBERT METERS 30. 60. -120.5 -120.5 37.
866;0SC0060300SC;238;44;0.00113693
866;0SC0060300SC;237;45;0.00410441
866;0SC0060300SC;238;45;0.01168967
866;0SC0060300SC;235;46;0.00198000
866;0SC0060300SC;236;46;0.00756503
866;0SC0060300SC;237;46;0.00981571
866;0SC0060300SC;238;46;0.00763219
866;0SC0060300SC;239;46;0.00017581
866;0SC0060300SC;240;46;0.00001671
866;0SC0060300SC;234;47;0.00075320
866;0SC0060300SC;235;47;0.00820894
866;0SC0060300SC;236;47;0.01444834
866;0SC0060300SC;237;47;0.00687152
866;0SC0060300SC;238;47;0.00374288
866;0SC0060300SC;239;47;0.00039153
866;0SC0060300SC;240;47;0.00014565
866;0SC0060300SC;233;48;0.00163881
866;0SC0060300SC;234;48;0.00633563
866;0SC0060300SC;235;48;0.00625936
866;0SC0060300SC;236;48;0.01021980
866;0SC0060300SC;237;48;0.00334600
866;0SC0060300SC;238;48;0.00017907
866;0SC0060300SC;239;48;0.00040575
866;0SC0060300SC;240;48;0.00015071
866;0SC0060300SC;232;49;0.00086706
866;0SC0060300SC;233;49;0.00076718
866;0SC0060300SC;234;49;0.00206972
866;0SC0060300SC;235;49;0.00923554
866;0SC0060300SC;236;49;0.00989986
866;0SC0060300SC;237;49;0.00458876
866;0SC0060300SC;238;49;0.00253180
866;0SC0060300SC;239;49;0.00028092
866;0SC0060300SC;240;49;0.00012503
866;0SC0060300SC;229;50;0.00000001
866;0SC0060300SC;230;50;0.00734937
866;0SC0060300SC;231;50;0.00914408
866;0SC0060300SC;232;50;0.00785386
866;0SC0060300SC;233;50;0.00210353
866;0SC0060300SC;234;50;0.00243508
866;0SC0060300SC;235;50;0.00711896
866;0SC0060300SC;236;50;0.01617353
866;0SC0060300SC;237;50;0.00731078
866;0SC0060300SC;238;50;0.00385413
866;0SC0060300SC;239;50;0.00007758
866;0SC0060300SC;240;50;0.00014165
866;0SC0060300SC;241;50;0.00004272
866;0SC0060300SC;228;51;0.00233204
866;0SC0060300SC;229;51;0.01275749
866;0SC0060300SC;230;51;0.01598137
866;0SC0060300SC;231;51;0.01679229
866;0SC0060300SC;232;51;0.00484578
866;0SC0060300SC;233;51;0.00336850
866;0SC0060300SC;234;51;0.00176683
866;0SC0060300SC;235;51;0.00977417
866;0SC0060300SC;236;51;0.01570471
866;0SC0060300SC;237;51;0.01093450
866;0SC0060300SC;238;51;0.00761704
866;0SC0060300SC;239;51;0.00071258
866;0SC0060300SC;240;51;0.00006465
866;0SC0060300SC;241;51;0.00005731
866;0SC0060300SC;242;51;0.00000296
866;0SC0060300SC;227;52;0.00014586
866;0SC0060300SC;228;52;0.01011469
866;0SC0060300SC;229;52;0.02373573
866;0SC0060300SC;230;52;0.01761459
866;0SC0060300SC;231;52;0.01110228
866;0SC0060300SC;232;52;0.00737440
866;0SC0060300SC;233;52;0.00719864
866;0SC0060300SC;234;52;0.00288138
866;0SC0060300SC;235;52;0.00100404
866;0SC0060300SC;236;52;0.00657346
866;0SC0060300SC;237;52;0.00630748
866;0SC0060300SC;238;52;0.00197319
866;0SC0060300SC;239;52;0.00039520
866;0SC0060300SC;240;52;0.00006465
866;0SC0060300SC;241;52;0.00005736
866;0SC0060300SC;242;52;0.00000969
866;0SC0060300SC;226;53;0.00140762
866;0SC0060300SC;227;53;0.00981173
866;0SC0060300SC;228;53;0.02185845
866;0SC0060300SC;229;53;0.01434688
866;0SC0060300SC;230;53;0.00885899
866;0SC0060300SC;231;53;0.01262970
866;0SC0060300SC;232;53;0.01079174
866;0SC0060300SC;233;53;0.00783792
866;0SC0060300SC;234;53;0.00647406
866;0SC0060300SC;235;53;0.00025566
866;0SC0060300SC;236;53;0.00083265
866;0SC0060300SC;237;53;0.00130936
866;0SC0060300SC;238;53;0.00053017
866;0SC0060300SC;239;53;0.00022197
866;0SC0060300SC;240;53;0.00003053
866;0SC0060300SC;241;53;0.00000561
866;0SC0060300SC;226;54;0.00400287
866;0SC0060300SC;227;54;0.00247959
866;0SC0060300SC;228;54;0.01682517
866;0SC0060300SC;229;54;0.00915712
866;0SC0060300SC;230;54;0.00894229
866;0SC0060300SC;231;54;0.01106376
866;0SC0060300SC;232;54;0.01540318
866;0SC0060300SC;233;54;0.01592192
866;0SC0060300SC;234;54;0.00246505
866;0SC0060300SC;235;54;0.00029340
866;0SC0060300SC;236;54;0.00013872
866;0SC0060300SC;237;54;0.00019269
866;0SC0060300SC;238;54;0.00017462
866;0SC0060300SC;239;54;0.00009751
866;0SC0060300SC;226;55;0.00167347
866;0SC0060300SC;227;55;0.01229306
866;0SC0060300SC;228;55;0.01646851
866;0SC0060300SC;229;55;0.01196285
866;0SC0060300SC;230;55;0.01179924
866;0SC0060300SC;231;55;0.03006680
866;0SC0060300SC;232;55;0.01960930
866;0SC0060300SC;233;55;0.01411070
866;0SC0060300SC;234;55;0.00419666
866;0SC0060300SC;235;55;0.00007332
866;0SC0060300SC;236;55;0.00005159
866;0SC0060300SC;237;55;0.00006770
866;0SC0060300SC;238;55;0.00001532
866;0SC0060300SC;227;56;0.00847719
866;0SC0060300SC;228;56;0.01656580
866;0SC0060300SC;229;56;0.01323484
866;0SC0060300SC;230;56;0.01192183
866;0SC0060300SC;231;56;0.01483300
866;0SC0060300SC;232;56;0.01945464
